state,date,cases
Albania,2022-10-25,332816
Albania,2022-10-26,332847
Albania,2022-10-27,332889
Albania,2022-10-28,332911
Albania,2022-10-29,332949
Albania,2022-10-30,332966
Albania,2022-10-31,332966
Albania,2022-11-01,332969
Albania,2022-11-02,332996
Andorra,2020-01-22,0
Andorra,2020-01-23,0
Andorra,2020-01-24,0
Andorra,2020-01-25,0
Andorra,2020-01-26,0
Andorra,2020-01-27,0
Andorra,2020-01-28,0
Andorra,2020-01-29,0
Andorra,2020-01-30,0
Andorra,2020-01-31,0
Andorra,2020-02-01,0
Andorra,2020-02-02,0
Andorra,2020-02-03,0
Andorra,2020-02-04,0
Andorra,2020-02-05,0
Andorra,2020-02-06,0
Andorra,2020-02-07,0
Andorra,2020-02-08,0
Andorra,2020-02-09,0
Andorra,2020-02-10,0
Andorra,2020-02-11,0
Andorra,2020-02-12,0
Andorra,2020-02-13,0
Andorra,2020-02-14,0
Andorra,2020-02-15,0
Andorra,2020-02-16,0
Andorra,2020-02-17,0
Andorra,2020-02-18,0
Andorra,2020-02-19,0
Andorra,2020-02-20,0
Andorra,2020-02-21,0
Andorra,2020-02-22,0
Andorra,2020-02-23,0
Andorra,2020-02-24,0
Andorra,2020-02-25,0
Andorra,2020-02-26,0
Andorra,2020-02-27,0
Andorra,2020-02-28,0
Andorra,2020-02-29,0
Andorra,2020-03-01,0
Andorra,2020-03-02,1
Andorra,2020-03-03,1
Andorra,2020-03-04,1
Andorra,2020-03-05,1
Andorra,2020-03-06,1
Andorra,2020-03-07,1
Andorra,2020-03-08,1
Andorra,2020-03-09,1
Andorra,2020-03-10,1
Andorra,2020-03-11,1
Andorra,2020-03-12,1
Andorra,2020-03-13,1
Andorra,2020-03-14,1
Andorra,2020-03-15,1
Andorra,2020-03-16,2
Andorra,2020-03-17,39
Andorra,2020-03-18,39
Andorra,2020-03-19,53
Andorra,2020-03-20,75
Andorra,2020-03-21,88
Andorra,2020-03-22,113
Andorra,2020-03-23,133
Andorra,2020-03-24,164
Andorra,2020-03-25,188
Andorra,2020-03-26,224
Andorra,2020-03-27,267
Andorra,2020-03-28,308
Andorra,2020-03-29,334
Andorra,2020-03-30,370
Andorra,2020-03-31,376
Andorra,2020-04-01,390
Andorra,2020-04-02,428
Andorra,2020-04-03,439
Andorra,2020-04-04,466
Andorra,2020-04-05,501
Andorra,2020-04-06,525
Andorra,2020-04-07,545
Andorra,2020-04-08,564
Andorra,2020-04-09,583
Andorra,2020-04-10,601
Andorra,2020-04-11,601
Andorra,2020-04-12,638
Andorra,2020-04-13,646
Andorra,2020-04-14,659
Andorra,2020-04-15,673
Andorra,2020-04-16,673
Andorra,2020-04-17,696
Andorra,2020-04-18,704
Andorra,2020-04-19,713
Andorra,2020-04-20,717
Andorra,2020-04-21,717
Andorra,2020-04-22,723
Andorra,2020-04-23,723
Andorra,2020-04-24,731
Andorra,2020-04-25,738
Andorra,2020-04-26,738
Andorra,2020-04-27,743
Andorra,2020-04-28,743
Andorra,2020-04-29,743
Andorra,2020-04-30,745
Andorra,2020-05-01,745
Andorra,2020-05-02,747
Andorra,2020-05-03,748
Andorra,2020-05-04,750
Andorra,2020-05-05,751
Andorra,2020-05-06,751
Andorra,2020-05-07,752
Andorra,2020-05-08,752
Andorra,2020-05-09,754
Andorra,2020-05-10,755
Andorra,2020-05-11,755
Andorra,2020-05-12,758
Andorra,2020-05-13,760
Andorra,2020-05-14,761
Andorra,2020-05-15,761
Andorra,2020-05-16,761
Andorra,2020-05-17,761
Andorra,2020-05-18,761
Andorra,2020-05-19,761
Andorra,2020-05-20,762
Andorra,2020-05-21,762
Andorra,2020-05-22,762
Andorra,2020-05-23,762
Andorra,2020-05-24,762
Andorra,2020-05-25,763
Andorra,2020-05-26,763
Andorra,2020-05-27,763
Andorra,2020-05-28,763
Andorra,2020-05-29,764
Andorra,2020-05-30,764
Andorra,2020-05-31,764
Andorra,2020-06-01,765
Andorra,2020-06-02,844
Andorra,2020-06-03,851
Andorra,2020-06-04,852
Andorra,2020-06-05,852
Andorra,2020-06-06,852
Andorra,2020-06-07,852
Andorra,2020-06-08,852
Andorra,2020-06-09,852
Andorra,2020-06-10,852
Andorra,2020-06-11,852
Andorra,2020-06-12,853
Andorra,2020-06-13,853
Andorra,2020-06-14,853
Andorra,2020-06-15,853
Andorra,2020-06-16,854
Andorra,2020-06-17,854
Andorra,2020-06-18,855
Andorra,2020-06-19,855
Andorra,2020-06-20,855
Andorra,2020-06-21,855
Andorra,2020-06-22,855
Andorra,2020-06-23,855
Andorra,2020-06-24,855
Andorra,2020-06-25,855
Andorra,2020-06-26,855
Andorra,2020-06-27,855
Andorra,2020-06-28,855
Andorra,2020-06-29,855
Andorra,2020-06-30,855
Andorra,2020-07-01,855
Andorra,2020-07-02,855
Andorra,2020-07-03,855
Andorra,2020-07-04,855
Andorra,2020-07-05,855
Andorra,2020-07-06,855
Andorra,2020-07-07,855
Andorra,2020-07-08,855
Andorra,2020-07-09,855
Andorra,2020-07-10,855
Andorra,2020-07-11,855
Andorra,2020-07-12,855
Andorra,2020-07-13,858
Andorra,2020-07-14,861
Andorra,2020-07-15,862
Andorra,2020-07-16,877
Andorra,2020-07-17,880
Andorra,2020-07-18,880
Andorra,2020-07-19,880
Andorra,2020-07-20,884
Andorra,2020-07-21,884
Andorra,2020-07-22,889
Andorra,2020-07-23,889
Andorra,2020-07-24,897
Andorra,2020-07-25,897
Andorra,2020-07-26,897
Andorra,2020-07-27,907
Andorra,2020-07-28,907
Andorra,2020-07-29,918
Andorra,2020-07-30,922
Andorra,2020-07-31,925
Andorra,2020-08-01,925
Andorra,2020-08-02,925
Andorra,2020-08-03,937
Andorra,2020-08-04,939
Andorra,2020-08-05,939
Andorra,2020-08-06,944
Andorra,2020-08-07,955
Andorra,2020-08-08,955
Andorra,2020-08-09,955
Andorra,2020-08-10,963
Andorra,2020-08-11,963
Andorra,2020-08-12,977
Andorra,2020-08-13,981
Andorra,2020-08-14,989
Andorra,2020-08-15,989
Andorra,2020-08-16,989
Andorra,2020-08-17,1005
Andorra,2020-08-18,1005
Andorra,2020-08-19,1024
Andorra,2020-08-20,1024
Andorra,2020-08-21,1045
Andorra,2020-08-22,1045
Andorra,2020-08-23,1045
Andorra,2020-08-24,1060
Andorra,2020-08-25,1060
Andorra,2020-08-26,1098
Andorra,2020-08-27,1098
Andorra,2020-08-28,1124
Andorra,2020-08-29,1124
Andorra,2020-08-30,1124
Andorra,2020-08-31,1176
Andorra,2020-09-01,1184
Andorra,2020-09-02,1199
Andorra,2020-09-03,1199
Andorra,2020-09-04,1215
Andorra,2020-09-05,1215
Andorra,2020-09-06,1215
Andorra,2020-09-07,1261
Andorra,2020-09-08,1261
Andorra,2020-09-09,1301
Andorra,2020-09-10,1301
Andorra,2020-09-11,1344
Andorra,2020-09-12,1344
Andorra,2020-09-13,1344
Andorra,2020-09-14,1438
Andorra,2020-09-15,1438
Andorra,2020-09-16,1483
Andorra,2020-09-17,1483
Andorra,2020-09-18,1564
Andorra,2020-09-19,1564
Andorra,2020-09-20,1564
Andorra,2020-09-21,1681
Andorra,2020-09-22,1681
Andorra,2020-09-23,1753
Andorra,2020-09-24,1753
Andorra,2020-09-25,1836
Andorra,2020-09-26,1836
Andorra,2020-09-27,1836
Andorra,2020-09-28,1966
Andorra,2020-09-29,1966
Andorra,2020-09-30,2050
Andorra,2020-10-01,2050
Andorra,2020-10-02,2110
Andorra,2020-10-03,2110
Andorra,2020-10-04,2110
Andorra,2020-10-05,2370
Andorra,2020-10-06,2370
Andorra,2020-10-07,2568
Andorra,2020-10-08,2568
Andorra,2020-10-09,2696
Andorra,2020-10-10,2696
Andorra,2020-10-11,2696
Andorra,2020-10-12,2995
Andorra,2020-10-13,2995
Andorra,2020-10-14,3190
Andorra,2020-10-15,3190
Andorra,2020-10-16,3377
Andorra,2020-10-17,3377
Andorra,2020-10-18,3377
Andorra,2020-10-19,3623
Andorra,2020-10-20,3623
Andorra,2020-10-21,3811
Andorra,2020-10-22,3811
Andorra,2020-10-23,4038
Andorra,2020-10-24,4038
Andorra,2020-10-25,4038
Andorra,2020-10-26,4325
Andorra,2020-10-27,4410
Andorra,2020-10-28,4517
Andorra,2020-10-29,4567
Andorra,2020-10-30,4665
Andorra,2020-10-31,4756
Andorra,2020-11-01,4825
Andorra,2020-11-02,4888
Andorra,2020-11-03,4910
Andorra,2020-11-04,5045
Andorra,2020-11-05,5135
Andorra,2020-11-06,5135
Andorra,2020-11-07,5319
Andorra,2020-11-08,5383
Andorra,2020-11-09,5437
Andorra,2020-11-10,5477
Andorra,2020-11-11,5567
Andorra,2020-11-12,5616
Andorra,2020-11-13,5725
Andorra,2020-11-14,5725
Andorra,2020-11-15,5872
Andorra,2020-11-16,5914
Andorra,2020-11-17,5951
Andorra,2020-11-18,6018
Andorra,2020-11-19,6066
Andorra,2020-11-20,6142
Andorra,2020-11-21,6207
Andorra,2020-11-22,6256
Andorra,2020-11-23,6304
Andorra,2020-11-24,6351
Andorra,2020-11-25,6428
Andorra,2020-11-26,6534
Andorra,2020-11-27,6610
Andorra,2020-11-28,6610
Andorra,2020-11-29,6712
Andorra,2020-11-30,6745
Andorra,2020-12-01,6790
Andorra,2020-12-02,6842
Andorra,2020-12-03,6904
Andorra,2020-12-04,6955
Andorra,2020-12-05,7005
Andorra,2020-12-06,7050
Andorra,2020-12-07,7084
Andorra,2020-12-08,7127
Andorra,2020-12-09,7162
Andorra,2020-12-10,7190
Andorra,2020-12-11,7236
Andorra,2020-12-12,7288
Andorra,2020-12-13,7338
Andorra,2020-12-14,7382
Andorra,2020-12-15,7382
Andorra,2020-12-16,7446
Andorra,2020-12-17,7466
Andorra,2020-12-18,7519
Andorra,2020-12-19,7560
Andorra,2020-12-20,7577
Andorra,2020-12-21,7602
Andorra,2020-12-22,7633
Andorra,2020-12-23,7669
Andorra,2020-12-24,7699
Andorra,2020-12-25,7756
Andorra,2020-12-26,7806
Andorra,2020-12-27,7821
Andorra,2020-12-28,7875
Andorra,2020-12-29,7919
Andorra,2020-12-30,7983
Andorra,2020-12-31,8049
Andorra,2021-01-01,8117
Andorra,2021-01-02,8166
Andorra,2021-01-03,8192
Andorra,2021-01-04,8249
Andorra,2021-01-05,8308
Andorra,2021-01-06,8348
Andorra,2021-01-07,8348
Andorra,2021-01-08,8489
Andorra,2021-01-09,8586
Andorra,2021-01-10,8586
Andorra,2021-01-11,8586
Andorra,2021-01-12,8682
Andorra,2021-01-13,8818
Andorra,2021-01-14,8868
Andorra,2021-01-15,8946
Andorra,2021-01-16,9038
Andorra,2021-01-17,9083
Andorra,2021-01-18,9083
Andorra,2021-01-19,9194
Andorra,2021-01-20,9308
Andorra,2021-01-21,9379
Andorra,2021-01-22,9416
Andorra,2021-01-23,9499
Andorra,2021-01-24,9549
Andorra,2021-01-25,9596
Andorra,2021-01-26,9638
Andorra,2021-01-27,9716
Andorra,2021-01-28,9779
Andorra,2021-01-29,9837
Andorra,2021-01-30,9885
Andorra,2021-01-31,9937
Andorra,2021-02-01,9972
Andorra,2021-02-02,10017
Andorra,2021-02-03,10070
Andorra,2021-02-04,10137
Andorra,2021-02-05,10172
Andorra,2021-02-06,10206
Andorra,2021-02-07,10251
Andorra,2021-02-08,10275
Andorra,2021-02-09,10312
Andorra,2021-02-10,10352
Andorra,2021-02-11,10391
Andorra,2021-02-12,10427
Andorra,2021-02-13,10463
Andorra,2021-02-14,10503
Andorra,2021-02-15,10538
Andorra,2021-02-16,10555
Andorra,2021-02-17,10583
Andorra,2021-02-18,10610
Andorra,2021-02-19,10645
Andorra,2021-02-20,10672
Andorra,2021-02-21,10699
Andorra,2021-02-22,10712
Andorra,2021-02-23,10739
Andorra,2021-02-24,10775
Andorra,2021-02-25,10799
Andorra,2021-02-26,10822
Andorra,2021-02-27,10849
Andorra,2021-02-28,10866
Andorra,2021-03-01,10889
Andorra,2021-03-02,10908
Andorra,2021-03-03,10948
Andorra,2021-03-04,10976
Andorra,2021-03-05,10998
Andorra,2021-03-06,11019
Andorra,2021-03-07,11042
Andorra,2021-03-08,11069
Andorra,2021-03-09,11089
Andorra,2021-03-10,11130
Andorra,2021-03-11,11130
Andorra,2021-03-12,11199
Andorra,2021-03-13,11228
Andorra,2021-03-14,11266
Andorra,2021-03-15,11289
Andorra,2021-03-16,11319
Andorra,2021-03-17,11360
Andorra,2021-03-18,11393
Andorra,2021-03-19,11431
Andorra,2021-03-20,11481
Andorra,2021-03-21,11517
Andorra,2021-03-22,11545
Andorra,2021-03-23,11591
Andorra,2021-03-24,11638
Andorra,2021-03-25,11687
Andorra,2021-03-26,11732
Andorra,2021-03-27,11809
Andorra,2021-03-28,11850
Andorra,2021-03-29,11888
Andorra,2021-03-30,11944
Andorra,2021-03-31,12010
Andorra,2021-04-01,12053
Andorra,2021-04-02,12115
Andorra,2021-04-03,12174
Andorra,2021-04-04,12231
Andorra,2021-04-05,12286
Andorra,2021-04-06,12328
Andorra,2021-04-07,12363
Andorra,2021-04-08,12409
Andorra,2021-04-09,12456
Andorra,2021-04-10,12497
Andorra,2021-04-11,12545
Andorra,2021-04-12,12581
Andorra,2021-04-13,12614
Andorra,2021-04-14,12641
Andorra,2021-04-15,12641
Andorra,2021-04-16,12712
Andorra,2021-04-17,12771
Andorra,2021-04-18,12805
Andorra,2021-04-19,12805
Andorra,2021-04-20,12874
Andorra,2021-04-21,12917
Andorra,2021-04-22,12942
Andorra,2021-04-23,13007
Andorra,2021-04-24,13024
Andorra,2021-04-25,13060
Andorra,2021-04-26,13083
Andorra,2021-04-27,13121
Andorra,2021-04-28,13148
Andorra,2021-04-29,13198
Andorra,2021-04-30,13232
Andorra,2021-05-01,13232
Andorra,2021-05-02,13282
Andorra,2021-05-03,13295
Andorra,2021-05-04,13316
Andorra,2021-05-05,13340
Andorra,2021-05-06,13363
Andorra,2021-05-07,13390
Andorra,2021-05-08,13406
Andorra,2021-05-09,13423
Andorra,2021-05-10,13429
Andorra,2021-05-11,13447
Andorra,2021-05-12,13470
Andorra,2021-05-13,13470
Andorra,2021-05-14,13510
Andorra,2021-05-15,13510
Andorra,2021-05-16,13510
Andorra,2021-05-17,13555
Andorra,2021-05-18,13569
Andorra,2021-05-19,13569
Andorra,2021-05-20,13569
Andorra,2021-05-21,13569
Andorra,2021-05-22,13569
Andorra,2021-05-23,13569
Andorra,2021-05-24,13569
Andorra,2021-05-25,13664
Andorra,2021-05-26,13671
Andorra,2021-05-27,13682
Andorra,2021-05-28,13693
Andorra,2021-05-29,13693
Andorra,2021-05-30,13693
Andorra,2021-05-31,13727
Andorra,2021-06-01,13729
Andorra,2021-06-02,13744
Andorra,2021-06-03,13752
Andorra,2021-06-04,13758
Andorra,2021-06-05,13758
Andorra,2021-06-06,13758
Andorra,2021-06-07,13777
Andorra,2021-06-08,13781
Andorra,2021-06-09,13791
Andorra,2021-06-10,13805
Andorra,2021-06-11,13813
Andorra,2021-06-12,13813
Andorra,2021-06-13,13813
Andorra,2021-06-14,13826
Andorra,2021-06-15,13828
Andorra,2021-06-16,13836
Andorra,2021-06-17,13839
Andorra,2021-06-18,13842
Andorra,2021-06-19,13842
Andorra,2021-06-20,13842
Andorra,2021-06-21,13864
Andorra,2021-06-22,13864
Andorra,2021-06-23,13873
Andorra,2021-06-24,13877
Andorra,2021-06-25,13882
Andorra,2021-06-26,13882
Andorra,2021-06-27,13882
Andorra,2021-06-28,13882
Andorra,2021-06-29,13900
Andorra,2021-06-30,13911
Andorra,2021-07-01,13918
Andorra,2021-07-02,13918
Andorra,2021-07-03,13918
Andorra,2021-07-04,13918
Andorra,2021-07-05,13918
Andorra,2021-07-06,13991
Andorra,2021-07-07,14021
Andorra,2021-07-08,14050
Andorra,2021-07-09,14075
Andorra,2021-07-10,14075
Andorra,2021-07-11,14075
Andorra,2021-07-12,14155
Andorra,2021-07-13,14167
Andorra,2021-07-14,14167
Andorra,2021-07-15,14239
Andorra,2021-07-16,14273
Andorra,2021-07-17,14273
Andorra,2021-07-18,14273
Andorra,2021-07-19,14359
Andorra,2021-07-20,14379
Andorra,2021-07-21,14379
Andorra,2021-07-22,14464
Andorra,2021-07-23,14498
Andorra,2021-07-24,14498
Andorra,2021-07-25,14498
Andorra,2021-07-26,14577
Andorra,2021-07-27,14586
Andorra,2021-07-28,14586
Andorra,2021-07-29,14655
Andorra,2021-07-30,14678
Andorra,2021-07-31,14678
Andorra,2021-08-01,14678
Andorra,2021-08-02,14747
Andorra,2021-08-03,14766
Andorra,2021-08-04,14797
Andorra,2021-08-05,14809
Andorra,2021-08-06,14836
Andorra,2021-08-07,14836
Andorra,2021-08-08,14836
Andorra,2021-08-09,14836
Andorra,2021-08-10,14873
Andorra,2021-08-11,14891
Andorra,2021-08-12,14908
Andorra,2021-08-13,14924
Andorra,2021-08-14,14924
Andorra,2021-08-15,14924
Andorra,2021-08-16,14954
Andorra,2021-08-17,14960
Andorra,2021-08-18,14976
Andorra,2021-08-19,14981
Andorra,2021-08-20,14988
Andorra,2021-08-21,14988
Andorra,2021-08-22,14988
Andorra,2021-08-23,15002
Andorra,2021-08-24,15003
Andorra,2021-08-25,15014
Andorra,2021-08-26,15016
Andorra,2021-08-27,15025
Andorra,2021-08-28,15025
Andorra,2021-08-29,15025
Andorra,2021-08-30,15032
Andorra,2021-08-31,15033
Andorra,2021-09-01,15046
Andorra,2021-09-02,15052
Andorra,2021-09-03,15055
Andorra,2021-09-04,15055
Andorra,2021-09-05,15055
Andorra,2021-09-06,15069
Andorra,2021-09-07,15070
Andorra,2021-09-08,15070
Andorra,2021-09-09,15078
Andorra,2021-09-10,15083
Andorra,2021-09-11,15083
Andorra,2021-09-12,15083
Andorra,2021-09-13,15096
Andorra,2021-09-14,15099
Andorra,2021-09-15,15108
Andorra,2021-09-16,15113
Andorra,2021-09-17,15124
Andorra,2021-09-18,15124
Andorra,2021-09-19,15124
Andorra,2021-09-20,15140
Andorra,2021-09-21,15140
Andorra,2021-09-22,15153
Andorra,2021-09-23,15156
Andorra,2021-09-24,15167
Andorra,2021-09-25,15167
Andorra,2021-09-26,15167
Andorra,2021-09-27,15189
Andorra,2021-09-28,15192
Andorra,2021-09-29,15209
Andorra,2021-09-30,15222
Andorra,2021-10-01,15222
Andorra,2021-10-02,15222
Andorra,2021-10-03,15222
Andorra,2021-10-04,15267
Andorra,2021-10-05,15271
Andorra,2021-10-06,15284
Andorra,2021-10-07,15288
Andorra,2021-10-08,15291
Andorra,2021-10-09,15291
Andorra,2021-10-10,15291
Andorra,2021-10-11,15307
Andorra,2021-10-12,15307
Andorra,2021-10-13,15314
Andorra,2021-10-14,15326
Andorra,2021-10-15,15338
Andorra,2021-10-16,15338
Andorra,2021-10-17,15338
Andorra,2021-10-18,15367
Andorra,2021-10-19,15369
Andorra,2021-10-20,15382
Andorra,2021-10-21,15382
Andorra,2021-10-22,15404
Andorra,2021-10-23,15404
Andorra,2021-10-24,15404
Andorra,2021-10-25,15425
Andorra,2021-10-26,15425
Andorra,2021-10-27,15462
Andorra,2021-10-28,15505
Andorra,2021-10-29,15516
Andorra,2021-10-30,15516
Andorra,2021-10-31,15516
Andorra,2021-11-01,15516
Andorra,2021-11-02,15516
Andorra,2021-11-03,15572
Andorra,2021-11-04,15618
Andorra,2021-11-05,15618
Andorra,2021-11-06,15618
Andorra,2021-11-07,15618
Andorra,2021-11-08,15705
Andorra,2021-11-09,15717
Andorra,2021-11-10,15744
Andorra,2021-11-11,15744
Andorra,2021-11-12,15819
Andorra,2021-11-13,15819
Andorra,2021-11-14,15819
Andorra,2021-11-15,15907
Andorra,2021-11-16,15929
Andorra,2021-11-17,15972
Andorra,2021-11-18,16035
Andorra,2021-11-19,16086
Andorra,2021-11-20,16086
Andorra,2021-11-21,16086
Andorra,2021-11-22,16299
Andorra,2021-11-23,16342
Andorra,2021-11-24,16426
Andorra,2021-11-25,16566
Andorra,2021-11-26,16712
Andorra,2021-11-27,16712
Andorra,2021-11-28,16712
Andorra,2021-11-29,16712
Andorra,2021-11-30,17115
Andorra,2021-12-01,17426
Andorra,2021-12-02,17658
Andorra,2021-12-03,18010
Andorra,2021-12-04,18010
Andorra,2021-12-05,18010
Andorra,2021-12-06,18631
Andorra,2021-12-07,18815
Andorra,2021-12-08,18815
Andorra,2021-12-09,19272
Andorra,2021-12-10,19440
Andorra,2021-12-11,19440
Andorra,2021-12-12,19440
Andorra,2021-12-13,19440
Andorra,2021-12-14,20136
Andorra,2021-12-15,20136
Andorra,2021-12-16,20549
Andorra,2021-12-17,20549
Andorra,2021-12-18,20549
Andorra,2021-12-19,20549
Andorra,2021-12-20,21062
Andorra,2021-12-21,21062
Andorra,2021-12-22,21372
Andorra,2021-12-23,21571
Andorra,2021-12-24,21730
Andorra,2021-12-25,21730
Andorra,2021-12-26,21730
Andorra,2021-12-27,22332
Andorra,2021-12-28,22540
Andorra,2021-12-29,22823
Andorra,2021-12-30,23122
Andorra,2021-12-31,23740
Andorra,2022-01-01,23740
Andorra,2022-01-02,23740
Andorra,2022-01-03,24502
Andorra,2022-01-04,24802
Andorra,2022-01-05,25289
Andorra,2022-01-06,25289
Andorra,2022-01-07,26408
Andorra,2022-01-08,26408
Andorra,2022-01-09,26408
Andorra,2022-01-10,27983
Andorra,2022-01-11,28542
Andorra,2022-01-12,28899
Andorra,2022-01-13,28899
Andorra,2022-01-14,29888
Andorra,2022-01-15,29888
Andorra,2022-01-16,29888
Andorra,2022-01-17,29888
Andorra,2022-01-18,29888
Andorra,2022-01-19,29888
Andorra,2022-01-20,32201
Andorra,2022-01-21,33025
Andorra,2022-01-22,33025
Andorra,2022-01-23,33025
Andorra,2022-01-24,33025
Andorra,2022-01-25,34701
Andorra,2022-01-26,35028
Andorra,2022-01-27,35028
Andorra,2022-01-28,35556
Andorra,2022-01-29,35556
Andorra,2022-01-30,35556
Andorra,2022-01-31,35958
Andorra,2022-02-01,35958
Andorra,2022-02-02,36315
Andorra,2022-02-03,36470
Andorra,2022-02-04,36599
Andorra,2022-02-05,36599
Andorra,2022-02-06,36599
Andorra,2022-02-07,36808
Andorra,2022-02-08,36808
Andorra,2022-02-09,36989
Andorra,2022-02-10,37074
Andorra,2022-02-11,37140
Andorra,2022-02-12,37140
Andorra,2022-02-13,37140
Andorra,2022-02-14,37277
Andorra,2022-02-15,37361
Andorra,2022-02-16,37452
Andorra,2022-02-17,37522
Andorra,2022-02-18,37589
Andorra,2022-02-19,37589
Andorra,2022-02-20,37589
Andorra,2022-02-21,37589
Andorra,2022-02-22,37820
Andorra,2022-02-23,37901
Andorra,2022-02-24,37958
Andorra,2022-02-25,37999
Andorra,2022-02-26,37999
Andorra,2022-02-27,37999
Andorra,2022-02-28,37999
Andorra,2022-03-01,38165
Andorra,2022-03-02,38249
Andorra,2022-03-03,38342
Andorra,2022-03-04,38434
Andorra,2022-03-05,38434
Andorra,2022-03-06,38434
Andorra,2022-03-07,38620
Andorra,2022-03-08,38710
Andorra,2022-03-09,38794
Andorra,2022-03-10,38794
Andorra,2022-03-11,38794
Andorra,2022-03-12,38794
Andorra,2022-03-13,38794
Andorra,2022-03-14,38794
Andorra,2022-03-15,38794
Andorra,2022-03-16,38794
Andorra,2022-03-17,39234
Andorra,2022-03-18,39234
Andorra,2022-03-19,39234
Andorra,2022-03-20,39234
Andorra,2022-03-21,39234
Andorra,2022-03-22,39234
Andorra,2022-03-23,39713
Andorra,2022-03-24,39713
Andorra,2022-03-25,39713
Andorra,2022-03-26,39713
Andorra,2022-03-27,39713
Andorra,2022-03-28,39713
Andorra,2022-03-29,39713
Andorra,2022-03-30,40024
Andorra,2022-03-31,40024
Andorra,2022-04-01,40024
Andorra,2022-04-02,40024
Andorra,2022-04-03,40024
Andorra,2022-04-04,40024
Andorra,2022-04-05,40024
